0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	978
8	0	0	190
9	0	727	194
10	0	181	244
11	0	182	309
12	0	191	414
13	0	227	471
14	763	274	553
15	188	334	700
16	194	444	944
17	266	504	1450
18	345	634	1971
19	499	847	2866
20	655	1201	3130
21	1055	1607	3754
22	1435	2593	3671
23	2151	2973	3382
24	2493	3643	3484
25	3069	3953	3504
26	2841	4115	3059
27	2453	3639	2974
28	2426	3238	2919
29	2488	3010	2977
30	2349	2935	2916
31	2397	2894	2881
32	2320	2831	2815
33	2298	2775	2948
34	2336	2824	2759
35	2423	2727	2586
36	2410	2666	2513
37	2429	2661	2347
38	2439	2438	2306
39	2382	2369	2253
40	2335	2165	2063
41	2139	2080	2095
42	1985	2043	2052
43	1924	1904	1974
44	1768	1846	2002
45	1742	1840	2047
46	1604	1813	1991
47	1515	1722	1959
48	1502	1767	1858
49	1418	1713	1960
50	1392	1671	1901
51	1404	1669	1862
52	1289	1789	1921
53	1360	1706	1893
54	1309	1727	1842
55	1337	1695	1899
56	1235	1763	1888
57	1343	1636	1842
58	1257	1708	1869
59	1230	1698	1764
60	1307	1698	1738
61	1324	1709	1670
62	1275	1609	1771
63	1309	1708	1682
64	1400	1576	1708
65	1301	1660	1664
66	1328	1602	1660
67	1332	1734	1668
68	1356	1713	1646
69	1326	1638	1684
70	1373	1694	1720
71	1385	1675	1593
72	1405	1779	1631
73	1468	1828	1653
74	1439	1804	1621
75	1592	1930	1581
76	1525	1885	1611
77	1693	1964	1671
78	1727	2039	1611
79	1793	1994	1615
80	1879	1993	1614
81	1842	2033	1594
82	1982	1966	1692
83	1898	2026	1674
84	2008	1948	1642
85	1953	1963	1613
86	1944	1930	1651
87	1959	1933	1591
88	1943	1858	1509
89	1968	1769	1534
90	1932	1725	1435
91	1927	1713	1503
92	1876	1556	1408
93	1845	1569	1357
94	1797	1533	1410
95	1714	1387	1358
96	1750	1347	1244
97	1735	1415	1296
98	1724	1372	1138
99	1715	1326	1159
100	1638	1277	1128
101	1685	1346	1026
102	1631	1291	1091
103	1630	1268	1015
104	1611	1188	984
105	1603	1126	946
106	1551	1146	948
107	1559	1119	922
108	1481	1070	966
109	1490	991	914
110	1390	1067	873
111	1337	944	821
112	1294	951	830
113	1269	873	763
114	1221	879	789
115	1202	846	790
116	1170	823	740
117	1100	761	717
118	1069	789	698
119	1068	666	651
120	993	639	613
121	1002	642	614
122	946	615	565
123	938	549	566
124	875	575	526
125	846	574	511
126	830	503	477
127	801	493	457
128	799	438	405
129	774	439	417
130	759	390	373
131	701	401	320
132	721	342	344
133	652	356	301
134	646	303	319
135	617	305	306
136	616	296	262
137	597	307	250
138	558	282	270
139	557	280	233
140	565	263	190
141	511	273	218
142	527	210	197
143	527	230	193
144	513	202	211
145	459	201	179
146	475	204	182
147	440	188	158
148	417	177	174
149	436	192	147
150	407	188	162
151	359	151	155
152	385	167	148
153	375	160	137
154	317	161	149
155	320	152	150
156	297	143	132
157	338	166	140
158	314	116	133
159	291	153	135
160	253	164	155
161	257	134	139
162	267	129	126
163	232	142	129
164	211	146	123
165	227	109	126
166	223	141	120
167	221	138	129
168	211	7193	135
169	209	0	118
170	193	0	116
171	188	0	131
172	196	0	108
173	193	0	127
174	161	0	128
175	169	0	129
176	168	0	5502
177	179	0	0
178	156	0	0
179	160	0	0
180	149	0	0
181	146	0	0
182	151	0	0
183	122	0	0
184	146	0	0
185	150	0	0
186	7657	0	0
187	0	0	0
188	0	0	0
189	0	0	0
190	0	0	0
191	0	0	0
192	0	0	0
193	0	0	0
194	0	0	0
195	0	0	0
196	0	0	0
197	0	0	0
198	0	0	0
199	0	0	0
200	0	0	0
201	0	0	0
202	0	0	0
203	0	0	0
204	0	0	0
205	0	0	0
206	0	0	0
207	0	0	0
208	0	0	0
209	0	0	0
210	0	0	0
211	0	0	0
212	0	0	0
213	0	0	0
214	0	0	0
215	0	0	0
216	0	0	0
217	0	0	0
218	0	0	0
219	0	0	0
220	0	0	0
221	0	0	0
222	0	0	0
223	0	0	0
224	0	0	0
225	0	0	0
226	0	0	0
227	0	0	0
228	0	0	0
229	0	0	0
230	0	0	0
231	0	0	0
232	0	0	0
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
